"Keyword 2","Product (15)","Product Line Code","Description Full","Whse Minimums","Whse Maximums","On Shelf","Whse 2 Primary Bin","Whse 5 Primary Bin","Whse 5 On Hand"
"CONNECTOR","P13154","CON","16"" SS Braided Toilet Connector (3/8"" COMP x 7/8"" Ballcock)","200","1600","1545","C06-20B","","4478"
"CONNECTOR","P13155","CON","60"" SS Braided Dishwasher Connector w/ Fem Elbow (3/8"" COMP w/ Elbow x 3/8"" COMP w/ 3/4"" Elbow)","100","315","284","C06-18B","","11448"
"CONNECTOR","P13156","CON","18"" SS Corrugated Water Heater Connector (3/4"" FIP x 3/4"" PEX F1960)","50","100","500","C06-22E","","2490"
"CONNECTOR","P13157","CON","24"" SS Corrugated Water Heater Connector (3/4"" FIP x 3/4"" FIP)","50","150","50","C06-20C","","669"
"CONNECTOR","P13158","CON","24"" SS Corrugated Water Heater Connector (3/4"" FIP x 3/4"" PEX F1807)","50","100","300","C06-20E","",""
"CONNECTOR","P13159","CON","24"" SS Corrugated Water Heater Connector (3/4"" FIP x 3/4"" PEX F1960)","50","100","350","C06-22E","",""
"CONNECTOR","P13160","CON","300"" SS Braided Ice Maker Connector (1/4"" COMP x 1/4"" COMP)","20","40","0","C06-18D","","122"
"CONNECTOR","P13161","CON","72"" SS Braided Faucet Connector (3/8"" COMP x 1/2"" FEM)","100","250","30","C06-18A","","22"
"CONNECTOR","P13162","CON","9"" SS Braided Toilet Connector (3/8"" COMP x 7/8"" Ballcock)","400","1000","410","C06-18A","","2669"
"CONNECTOR","P13163","CON","20"" SS Braided Toilet Connector (3/8"" COMP x 7/8"" Ballcock)","200","600","1896","C06-20B","","1583"
"CONNECTOR","P13164","CON","12"" SS Braided Faucet Connector (3/8"" COMP x 1/2"" FEM)","400","1000","926","C06-20A","","5754"
"CONNECTOR","P13165","CON","16"" SS Braided Faucet Connector (3/8"" COMP x 1/2"" FEM)","400","1000","186","C06-20A","","-48"
"CONNECTOR","P13167","CON","30"" SS Braided Faucet Connector (3/8"" COMP x 1/2"" FEM)","1700","2800","2414","C06-18A","","20192"
"CONNECTOR","P13169","CON","72"" SS Braided Dishwasher Connector w/ Fem Elbow (3/8"" COMP w/ Elbow x 3/8"" COMP w/ 3/4"" Elbow)","50","150","95","C06-18B","","575"
"CONNECTOR","P13170","CON","48"" SS Braided Dishwasher Connector w/ Fem Elbow (3/8"" COMP w/ Elbow x 3/8"" COMP w/ 3/4"" Elbow)","50","150","49","C06-18B","","199"
"CONNECTOR","P13172","CON","84"" SS Braided Dishwasher Connector w/ Fem Elbow (3/8"" COMP w/ Elbow x 3/8"" COMP w/ 3/4"" Elbow)","50","150","123","C06-18B","","57"
"CONNECTOR","P13173","CON","60"" SS Braided Ice Maker Connector (1/4"" COMP x 1/4"" COMP)","250","400","10","C06-20B","","3690"
"CONNECTOR","P13174","CON","72"" SS Braided Ice Maker Connector (1/4"" COMP x 1/4"" COMP)","50","150","20","C06-20B","","1126"
"CONNECTOR","P13175","CON","18"" SS Braided Water Heater Connector (3/4"" FIP x 3/4"" FIP)","50","150","40","C06-18B","","502"
"CONNECTOR","P13176","CON","48"" SS Braided Washing Machine Connector (3/4"" FIP x 3/4"" FIP)","40","80","0","C06-18D","","563"
"CONNECTOR","P13177","CON","60"" SS Braided Washing Machine Connector (3/4"" FIP x 3/4"" FIP)","40","120","79","C06-18B","","509"
"CONNECTOR","P13178","CON","72"" SS Braided Washing Machine Connector (3/4"" FIP x 3/4"" FIP)","40","120","158","C06-18B","","325"
"MLB112DWF","P13188","CON","12 SS Braided Dishwasher Connector (3/8 COMP x 3/8 COMP)","200","400","0","C06-20D","","150"
"MLB120DWF","P13189","CON","20 SS Braided Dishwasher Connector (3/8 COMP x 3/8 COMP)","200","400","0","C06-22D","","180"
"CONNECTOR","P13190","CON","120"" SS Braided Ice Maker Connector (1/4"" COMP x 1/4"" COMP)","50","150","19","C06-20B","","204"
"CONNECTOR","P13191","CON","18"" SS Braided Water Heater Connector (3/4"" Push Ball Valve x 3/4"" FIP) - Full Port","50","100","-24","C06-18E","","47"
"CONNECTOR","P13192","CON","12"" SS Braided Water Heater Connector (3/4"" PUSH x 3/4"" FIP)","50","100","0","C06-22D","","34"
"","P13235","CON","18"" SS Corrugated Water Heater Connector (3/4"" FIP x 3/4"" Sweat)","50","150","75","C06-20C","","75"
"","P13239","CON","24"" SS Corrugated Water Heater Connector (3/4"" FIP x 3/4"" Sweat)","50","150","75","C06-20C","","75"
"CONNECTOR","P13374","CON","24"" SS Braided Water Heater Connector (3/4"" PUSH x 3/4"" FIP) - Full Port","50","100","20","C06-18E","","52"
"CONNECTOR","P13375","CON","12"" SS Braided Water Heater Connector (3/4"" PUSH x 3/4"" FIP) - Full Port","50","100","0","C06-20E","","54"
"CONNECTOR","P13376","CON","18"" SS Braided Water Heater Connector (3/4"" PUSH x 3/4"" FIP) - Full Port","50","100","288","C06-18E","","220"
"LAVATORY","P13377","CON","12"" SS Braided Faucet Connector Delta (3/8 MIP COMP x 3/8 FIP COMP)","400","1000","75","C06-18A","","9"
"LAVATORY","P13378","CON","20"" SS Braided Faucet Connector Delta (3/8 MIP COMP x 3/8 FIP COMP)","200","600","55","C06-20B","","0"
"","P13380","CON","48"" Washing Machine Connectors (Two-Color Pair) (3/4"" FIP x 3/4"" FIP)","40","120","60","C06-20C","","60"
"","P13381","CON","60"" Washing Machine Connectors (Two-Color Pair) (3/4"" FIP x 3/4"" FIP)","40","80","60","C06-22D","","120"
"","P13382","CON","72"" Washing Machine Connectors (Two-Color Pair) (3/4"" FIP x 3/4"" FIP)","40","80","60","C06-20E","","120"
"","P13383","CON","120"" Washing Machine Connectors (Two-Color Pair) (3/4"" FIP x 3/4"" FIP)","20","60","30","C06-20C","","30"
"","P13384","CON","144"" Washing Machine Connectors (Two-Color Pair) (3/4"" FIP x 3/4"" FIP)","24","72","12","C06-18C","",""
"","P13385","CON","36"" Washing Machine Connector (Black) (3/4"" FIP x 3/4"" FIP)","80","160","0","C06-20D","","40"
"","P13386","CON","48"" Washing Machine Connector (Black) (3/4"" FIP x 3/4"" FIP)","80","240","120","C06-18C","","120"
"","P13387","CON","60"" Washing Machine Connector (Black) (3/4"" FIP x 3/4"" FIP)","80","240","120","C06-18C","","120"
"","P13388","CON","72"" Washing Machine Connector (Black) (3/4"" FIP x 3/4"" FIP)","80","160","142","C06-20E","","200"
"","P13389","CON","96"" Washing Machine Connector (Black) (3/4"" FIP x 3/4"" FIP)","80","160","120","C06-22E","","120"
"","P13390","CON","120"" Washing Machine Connector (Black) (3/4"" FIP x 3/4"" FIP)","40","120","60","C06-18C","","180"
"","P13391","CON","144"" Washing Machine Connector (Black) (3/4"" FIP x 3/4"" FIP)","40","80","2","C06-20D","","0"
"MIXER HOSE","P13392","CON","12"" Washing Machine Connector (Wye) (3/4"" FIP x 3/4"" FIP)","100","200","0","C06-20D","","100"
"","P13393","CON","72"" Washing Machine Discharge Hose","20","40","0","C06-20D","",""
"","P13394","CON","96"" Washing Machine Discharge Hose","20","40","0","C06-20D","",""
"","P13395","CON","9"" SS Braided Toilet Connector Metal Nut (3/8"" COMP x 7/8"" Ballcock)","200","400","100","C06-22D","","100"
"","P13396","CON","12"" SS Braided Toilet Connector Metal Nut (3/8"" COMP x 7/8"" Ballcock)","200","600","0","C06-18C","","0"
"","P13397","CON","20"" SS Braided Toilet Connector Metal Nut (3/8"" COMP x 7/8"" Ballcock)","200","600","200","C06-18C","",""
"","P13398","CON","30"" SS Braided Toilet Connector Metal Nut (3/8"" COMP x 7/8"" Ballcock)","100","300","150","C06-20C","",""
"711S114121","P5032","COPC","1-1/4x1/2x1 711RR Red Tee CxCx C","50","50","0","C06-35E","",""
"711S11212114","P5036","COPC","1-1/2x1/2x1-1/4 711RR Red Tee CxCxC","50","50","0","C06-35E","",""
"71212","P5043","COPC","1/2 Tees C x C x F","100","200","501","C06-35B","","-20"
"71234","P5045","COPC","3/4 Tees C x C x F","100","200","957","C06-35B","","450"
"7121","P5046","COPC","1 Tees C x C x F","100","100","212","C06-35E","","20"
"712114","P5047","COPC","1-1/4 Tees C x C x F","50","50","0","C06-35E","",""
"712112","P5048","COPC","1-1/2 Tees C x C x F","50","50","0","C06-35E","","2"
"7122","P5050","COPC","2 Tees C x C x F","25","25","0","C06-35E","",""
"712R121238","P5057","COPC","1/2x1/2x3/8 Red Tee C x C x F","250","250","126","C06-35E","","8"
"712R34341","P5059","COPC","3/4x3/4x1 Red Tee CxCxF","100","100","0","C06-35E","",""
"712R343412","P5060","COPC","3/4x3/4x1/2 Red Tee CxCxF","200","1200","1005","C06-35B","","0"
"712R343438","P5062","COPC","3/4x3/4x3/8 Red Tee C x C x F","250","250","0","C06-35E","","142"
"712R341234","P5064","COPC","3/4x1/2x3/4 Red Tee C x C x F","250","250","0","C06-35E","",""
"712R341212","P5066","COPC","3/4x1/2x1/2 Red Tee C x C x F","250","250","0","C06-35E","",""
"712R1134","P5067","COPC","1x1x3/4 Red Tee CxCxF","250","250","470","C06-35C","","-44"
"712R1112","P5068","COPC","1x1x1/2 Red Tee CxCxF","100","100","178","C06-35C","","162"
"712R1138","P5069","COPC","1x1x3/8 Red Tee C x C x F","100","100","0","C06-35E","",""
"712R1141141","P5071","COPC","1-1/4x1-1/4x1 Red Tee CxCxF","100","100","0","C06-35E","","1"
"712R11411434","P5072","COPC","1-1/4x1-1/4x3/4 Red Tee CxCxF","100","100","337","C06-35E","","-8"
"712R11411412","P5073","COPC","1-1/4x1-1/4x1/2 Red Tee CxCxF","150","150","65","C06-35E","","119"
"712R1121121","P5075","COPC","1-1/2x1-1/2x1 Red Tee CxCxF","50","50","0","C06-35E","",""
"712R11211234","P5076","COPC","1-1/2x1-1/2x3/4 Red Tee CxCxF","50","50","13","C06-35E","","-13"
"712R11211212","P5078","COPC","1-1/2x1-1/2x1/2 Red Tee CxCxF","50","50","20","C06-35E","","0"
"712R22112","P5079","COPC","2x2x1-1/2 Red Tee C x C x F","25","25","0","C06-35E","",""
"712R221","P5080","COPC","2x2x1 Red Tee C x C x F","25","25","5","C06-35E","","2"
"712R2234","P5082","COPC","2x2x3/4 Red Tee C x C x F","50","50","20","C06-35E","","0"
"712R2212","P5084","COPC","2x2x1/2 Red Tee CxCxF","25","25","0","C06-35E","",""
"71412","P5089","COPC","1/2 Tees C x F x C","250","250","605","C06-35E","","100"
"71434","P5092","COPC","3/4 Tees C x F x C","250","250","0","C06-35E","","0"
"7141","P5093","COPC","1 Tees C x F x C","200","200","0","C06-35E","",""
"714114","P5095","COPC","1-1/4 Tees C x F x C","50","50","0","C06-35E","",""
"714112","P5096","COPC","1-1/2 Tees C x F x C","50","50","0","C06-35E","","2"
"714S123412","P5100","COPC","1/2x3/4x1/2 714RR Red Tee CxFx C","250","250","0","C06-35E","","10"
"714S123812","P5101","COPC","1/2x3/8x1/2 714RR Red Tee CxFx C","250","250","0","C06-35E","",""
"714S341234","P5102","COPC","3/4x1/2x3/4 Red Tee CxFxC","100","100","185","C06-35C","","43"
"714S1341","P5103","COPC","1x3/4x1 714RR Red Tee CxFxC","100","100","12","C06-35E","","-2"
"714S1121","P5104","COPC","1x1/2x1 714RR Red Tee CxFxC","100","100","0","C06-35E","","18"
"714S11434114","P5105","COPC","1-1/4x3/4x1-1/4 714RR TeeCxFxC","50","50","0","C06-35E","",""
"714S11412114","P5106","COPC","1-1/4x1/2x1-1/4 Red Tee CxFxC","50","50","0","C06-35E","",""
"714S11234112","P5107","COPC","1-1/2x3/4x1-1/2 CxFxC Red Tee","50","50","0","C06-35E","",""
"733438","P5118","COPC","3/8 Union C x M","250","250","0","C06-35E","",""
"733412","P5119","COPC","1/2 Union C x M","250","250","200","C06-35C","","383"
"733434","P5120","COPC","3/4 Union C x M","100","200","45","C06-35C","","-21"
"73341","P5121","COPC","1 Union C x M","100","100","29","C06-35C","","50"
"7334114","P5122","COPC","1-1/4 Union C x M","100","100","148","C06-35D","","102"
"7334112","P5123","COPC","1-1/2 Union C x M","50","50","0","C06-35E","","3"
"73342","P5124","COPC","2 Union C x M","50","50","68","C06-35D","","69"
"50334","P5128","COPC","3/4 Flared Adapter C x F","100","100","0","C06-35E","","60"
"7034","P5155","COPC","4 Adapter C x F","10","10","0","C06-35E","",""
"7183112","P5166","COPC","1x1/2 Flush Bushing Ftg x F","25","25","0","C06-35E","",""
"879112","P5215","COPC","1-1/2 DWV Return Bend CxC","50","100","0","C06-35E","","21"
"701D34","P5224","COPC","3/4 Drain Coupling C x C","500","500","0","C06-35E","",""
"701D12","P5225","COPC","1/2 Drain Coupling C x C","1,000","1,000","0","C06-35E","",""
"707512","P5228","COPC","1/2 90 Drop Elbow C x C","250","250","156","C06-35D","","-1"
"70812","P5273","COPC","1/2 90 Flanged Sink Ell C x F","20","20","36","C06-35D","","613"
"733334","P5279","COPC","3/4 Union C x F","225","225","500","C06-35C","","927"
"707R1121","P5313","COPC","1-1/2x1 90 Elbow Red C x C","100","100","0","C06-35E","",""
"707H34","P5325","COPC","3/4 707-3-5 90 Drop Ear Elbow CxF","50","100","8","C06-35E","","5"
"707R234","P5353","COPC","2x3/4 90 Elbow Red. C x C","50","50","0","C06-35E","",""
"711S23434","P5384","COPC","2x3/4x3/4 711RR Red Tee CxCxC","50","50","0","C06-35E","",""
"711S2341","P5385","COPC","2x3/4x1 711RR Red Tee CxCxC","0","0","0","C06-35E","",""
"711S21114","P5386","COPC","2x1x1-1/4 711RR Red Tee CxCxC","0","0","0","C06-35E","",""
"711S21212212","P5387","COPC","2-1/2x1/2x2-1/2 711RR Red Tee CxCxC","1","1","0","C06-35E","","4"
"707H1238","P5389","COPC","1/2x3/8 707-3-5 90 Drop Ear Elbow CxF","500","500","8","C06-35D","","4"
"8923112","P5413","COPC","1-1/2 DWV P-Trap W/Union Jt Fx SJ","25","75","0","C06-35E","","22"
"707H3412","P5422","COPC","3/4x1/2 707-3-5 90 Drop Ear Elbow CxF","20","60","24","C06-35D","","0"
"710334","P5444","COPC","3/4 Tee F x F x C","100","100","0","C06-35E","",""
"733312","P5497","COPC","1/2 Union C x F","250","250","200","C06-35D","","357"
"711S2121122","P5516","COPC","2-1/2x1-1/2x2 711RR Red Tee Cx CxC","0","0","0","C06-35E","",""
"707R11234","P5522","COPC","1-1/2x3/4 90 Elbow Red. C x C","1","1","0","C06-35D","","1"
"707R2114","P5523","COPC","2x1-1/4 90 Elbow Red. C x C","0","0","0","C06-35E","",""
"712512","P5532","COPC","1/2 Drop Tee CxCxF","250","250","0","C06-35E","",""
"703R3438","P5550","COPC","3/4x3/8 Adapter C x F","0","0","0","C06-35E","",""
"8842","P5558","COPC","2 DWV P-Trap W/Cleanout CxC","25","25","0","C06-35E","","40"
"714S2342","P5567","COPC","2x3/4x2 714RR Red Tee CxFxC","2","4","15","C06-35E","","-15"
"8074112","P5575","COPC","1-1/2 DWV 90 Elbow CxM","50","100","0","C06-35E","","20"
"7045","P5632","COPC","5 Adapter C x M","1","1","0","C06-35E","",""
"72634","P5671","COPC","3/4 Stop & Waste Valve CxC","100","100","0","C06-35E","","433"
"771112","P5698","COPC","1-1/2 Companion Flange C 150#","0","0","0","C06-35E","",""
"707R2122","P5700","COPC","2-1/2x2 90 Elbow Red. C x C","0","0","0","C06-35E","",""
"77712","P5703","COPC","1/2 Angle Stop Valves C x C","100","100","0","C06-35E","",""
"750312","P5705","COPC","1/2 Bulkhead Fitting C x F","0","0","0","C06-35E","",""
"878112","P5732","COPC","1-1/2 DWV Return Bend W/Cleano ut CxC","25","25","0","C06-35E","","12"
"711R553","P5736","COPC","5x5x3 Red Tees C x C x C","1","1","0","C06-35E","",""
"73331","P5765","COPC","1 Union C x F","30","30","0","C06-35D","","33"
"73332","P5766","COPC","2 Union C x F","25","25","0","C06-35E","","41"
"703B1214","P5767","COPC","1/2x1/4 703-2R Fitting Adapter Ftg x F","500","500","0","C06-35E","",""
"","P13184","COPC","2-1/2 UNION C x M","1","1","0","C06-35D","","2"
"","P13274","COPC","8 45 Elbow CxC","1","1","0","C06-35E","","1"
"73321","P6145","COPC","1 Fitting Union Ftg x C","5","5","0","C06-35E","",""
"733234","P6146","COPC","3/4 Fitting Union Ftg x C","10","10","0","C06-35E","",""
"718311434","P6176","COPC","1-1/4x3/4 Flush Bushing Ftg x F","0","0","0","C06-35E","",""
"814112","P6186","COPC","1-1/2 DWV Test Tee CxCxCleanou t W/Plug","50","50","0","C06-35E","","55"
"804R1142","P6248","COPC","1-1/4x2 DWV Adapter CxM","100","100","0","C06-35E","","27"
"714S2122","P6252","COPC","2x1/2x2 714RR Red Tee CxFxC","25","25","0","C06-35E","",""
"735112","P6254","COPC","1-1/2 Cross CxCxCxC","50","50","0","C06-35E","",""
"703B134","P6255","COPC","1x3/4 703-2R Fitting Adapter F tg x F","100","100","0","C06-35E","",""
"712312","P6257","COPC","1/2 Tee CxFxF","100","100","0","C06-35E","",""
"7035","P6260","COPC","5 Adapter C x F","0","0","0","C06-35E","",""
"7351","P6267","COPC","1 Cross CxCxCxC","0","0","0","C06-35E","",""
"7042212","P6269","COPC","2-1/2 Fitting Adapter Ftg x M","0","0","0","C06-35E","",""
"10034","P6272","COPC","3/4 Flare Nut","0","0","0","C06-35E","",""
"707J1","P6282","COPC","1 707-4-6 90 Union Ell CxM","0","0","0","C06-35E","",""
"71832112","P6297","COPC","2x1-1/2 Flush Bushing Ftg x F","0","0","0","C06-35E","",""
"71831121","P6303","COPC","1-1/2x1 Flush Bushing Ftg x F","0","0","0","C06-35E","",""
"73512","P6310","COPC","1/2 Cross CxCxCxC","0","0","0","C06-35E","",""
"503R134","P6317","COPC","1x3/4 Flared Adapter Fl x F","25","25","0","C06-35E","",""
"749R1134","P6321","COPC","1x1x3/4 45 Y CxCxC","25","25","0","C06-35E","",""
"749R13434","P6322","COPC","1x3/4x3/4 45 Y CxCxC","50","50","0","C06-35E","",""
"917B34","P6326","COPC","3/4 Test Caps Copper C","1","1","0","C06-35E","","200"
"711S3212112","P6339","COPC","3x2-1/2x1-1/2 711RR Red Tee Cx CxC","15","15","0","C06-35E","",""
"707E12","P6362","COPC","1/2 707-2-3 90o Ftg x F Elbow","0","0","0","C06-35E","",""
"7103343412","P6372","COPC","3/4x3/4x1/2 Tee FxFxC","200","200","0","C06-35E","",""
"707R32","P6379","COPC","3x2 90 Elbow Red. C x C","1","1","0","C06-35E","",""
"707J12","P6396","COPC","1/2 707-4-6 90 Union Ell CxM","0","0","0","C06-35E","",""
"73341234","P6397","COPC","1/2x3/4 Union C x M","200","200","0","C06-35E","","144"
"701R64","P6398","COPC","6x4 701R Coupling W/Stop CxC","1","1","0","C06-35E","",""
"707612","P6402","COPC","1/2 90o Union Ell C x C","0","0","0","C06-35E","",""
"70761","P6404","COPC","1 90o Union Ell C x C","0","0","0","C06-35E","",""
"","P13577","COPC","1X1X3/4 MONOFLOW TEE","2","4","4","C06-35D","","0"
"705..121834","P6411","COPC","1/2x1/8x3/4 Baseboard Tee CxFx C","250","250","0","C06-35E","",""
"707314","P6412","COPC","1/4 90 Elbow C x F","0","0","0","C06-35E","",""
"7333112","P6424","COPC","1-1/2 Union C x F","0","0","0","C06-35E","","2"
"707J34","P6458","COPC","707-4-6 3/4 90 Union Ell CxM","10","10","0","C06-35E","",""
"735212","P7151","COPC","2-1/2 Cross CxCxCxC","1","1","0","C06-35E","",""
"74934","P7164","COPC","3/4 45o Y CxCxC","100","100","0","C06-35E","",""
"7491","P7165","COPC","1 45o Y CxCxC","100","100","0","C06-35E","",""
"704R  21","P7213","COPC","2 X 1 ADAPTER C X M","0","0","0","C06-35E","",""
"2714","P7281","COPC","2"" TEE C X F X C","1","1","0","C06-35E","","1"
"18603","P7282","COPC","1/8"" C X F ADAPTER","1,500","1,500","0","C06-35E","",""
"7333114","P7679","COPC","1-1/4 C x F UNION","30","30","0","C06-35E","",""
"711S1141234","P7863","COPC","1-1/4x1/2x3/4 Red Tee CxCxC","1","1","0","C06-35D","","30"
"7032212","P8057","COPC","2-1/2 Fitting Adpt Ftg x F","0","0","0","C06-35E","",""
"707534","P8211","COPC","3/4 90o Drop Elbow CxC","80","80","43","C06-35E","","20"
"707R21","P9940","COPC","2x1 CxC 90 Red El","0","0","0","C06-35E","",""
"712R121214","P9977","COPC","1/2 X 1/2 X 1/4 TEE CxCxF","1","1","0","C06-35D","","3"
"MONOFLOW TEE","P10024","COPC","3/4x3/4x1/2 MONOFLOW TEE","2","4","0","C06-35E","","1"
"71033412334","P10049","COPC","3/4x1/2x3/4 FxFxC Red Tee","200","200","-25","C06-35E","","18"
"3412127103","P10058","COPC","3/4x1/2x1/2 FxFxC RED TEE","100","100","0","C06-35E","","39"
"","P10847","COPC","3/4 MONOFLOW TEE C X C","0","0","0","C06-35E","",""
"703B1234","P4678","COPC","1/2x3/4 703-2R Fitting Adapter Ftg x F","300","300","0","C06-35E","",""
"703B3412","P4680","COPC","3/4x1/2 703-2R Fitting Adapter Ftg x F","500","500","0","C06-35E","",""
"703R34114","P4687","COPC","3/4x1-1/4 Adapter C x F","100","100","0","C06-35E","","0"
"703R1112","P4689","COPC","1x1-1/2 Adapter C x F","250","250","0","C06-35E","",""
"703R1142","P4693","COPC","1-1/4x2 Adapter C x F","100","100","0","C06-35E","",""
"703R11412","P4698","COPC","1-1/4x1/2 Adapter C x F","100","100","0","C06-35E","",""
"703R1121","P4703","COPC","1-1/2x1 Adapter C x F","100","100","0","C06-35E","",""
"703R2114","P4704","COPC","2x1-1/4 Adapter C x F","50","50","0","C06-35E","",""
"707H12","P4717","COPC","1/2 707-3-5 90 Drop Ear Elbow CxF","1200","2250","1167","C06-35B","","0"
"707C1238","P4723","COPC","1/2x3/8 90 Elbow Red CxF","100","100","44","C06-35E","","1"
"704R34112","P4737","COPC","3/4x1-1/2 Adapter C x M","250","250","0","C06-35E","",""
"704B341","P4740","COPC","3/4x1 7042R Fitting Adapter Ft g x Male","250","250","0","C06-35E","",""
"704R3438","P4741","COPC","3/4x3/8 Adapter C x M","250","250","0","C06-35E","",""
"704B3412","P4742","COPC","3/4x1/2 7042R Fitting Adapter Ftg x M","250","250","0","C06-35E","",""
"704R1142","P4745","COPC","1-1/4x2 Adapter C x M","200","200","0","C06-35E","",""
"704R1122","P4748","COPC","1-1/2x2 Adapter C x M","50","50","1","C08-35D","","51"
"704R2212","P4754","COPC","2x2-1/2 Adapter C x M","50","50","0","C06-35E","",""
"701R3114","P4826","COPC","3x1-1/4 701R Coupling W/Stop C xC","10","10","0","C06-35E","",""
"701R31","P4827","COPC","3x1 701R Coupling W/Stop CxC","10","10","0","C06-35E","","1"
"707338","P4881","COPC","3/8 90 Elbow C x F","200","200","75","C06-35E","","671"
"707312","P4882","COPC","1/2 90 Elbow C x F","200","200","1554","C06-35D","","-55"
"707334","P4883","COPC","3/4 90 Elbow C x F","200","200","8","C06-35D","","7"
"70731","P4884","COPC","1 90 Elbow C x F","100","100","233","C06-35C","","51"
"7073114","P4885","COPC","1-1/4 90 Elbow C x F","50","50","10","C06-35E","","-10"
"7073112","P4886","COPC","1-1/2 90 Elbow C x F","50","50","12","C06-35D","","-2"
"70732","P4887","COPC","2 90 Elbow C x F","25","25","0","C06-35E","",""
"707C1234","P4890","COPC","1/2x3/4 7073-R 90 Elbow Red C x F","100","100","130","C06-35D","","-65"
"707C34114","P4891","COPC","3/4x1-1/4 7073-R 90 Elbow Red C x F","250","250","0","C06-35E","",""
"707C341","P4892","COPC","3/4x1 7073-R 90 Elbow Red CxF","250","250","0","C06-35E","",""
"707C3412","P4893","COPC","3/4x1/2 7073-R 90 Ell Red CxF","100","200","51","C06-35B","","1075"
"707C1114","P4894","COPC","1x1-1/4 7073-R 90 Elbow Red C x F","100","100","0","C06-35E","",""
"707C134","P4895","COPC","1x3/4 7073-R 90 Elbow Red C x F","100","100","0","C06-35E","",""
"707C112","P4896","COPC","1x1/2 7073-R 90 Elbow Red C x F","100","100","0","C06-35E","","3"
"707C1141","P4897","COPC","1-1/4x1 7073-R 90 Elbow Red C x F","100","100","0","C06-35E","",""
"707C11434","P4898","COPC","1-1/4x3/4 7073-R 90 Elbow Red C x F","100","100","0","C06-35E","",""
"707C11412","P4899","COPC","1-1/4x1/2 7073-R 90 Elbow Red C x F","100","100","0","C06-35E","",""
"707438","P4901","COPC","3/8 90o Elbow C x M","500","500","0","C06-35E","","30"
"707412","P4902","COPC","1/2 90o Elbow C x M","200","200","844","C06-35B","","78"
"707434","P4903","COPC","3/4 90o Elbow C x M","250","250","40","C06-35E","","-46"
"70741","P4904","COPC","1 90o Elbow C x M","100","100","100","C06-35E","","0"
"7074114","P4905","COPC","1-1/4 90o Elbow C x M","100","100","0","C06-35E","",""
"7074112","P4906","COPC","1-1/2 90o Elbow C x M","50","50","2","C06-35E","","0"
"70742","P4907","COPC","2 90o Elbow C x M","25","25","0","C06-35E","",""
"707D1234","P4910","COPC","1/2x3/4 7074R 90 Elbow Red CxM","250","250","0","C06-35E","",""
"707D1238","P4911","COPC","1/2x3/8 7074R 90 Elbow Red. C x M","250","250","50","C06-35E","","-22"
"707D341","P4912","COPC","3/4x1 7074R 90 Elbow Red. C x M","200","200","0","C06-35E","",""
"707D3412","P4913","COPC","3/4x1/2 7074R 90 Elbow Red. C x M","200","200","6","C06-35E","","-6"
"707D1114","P4914","COPC","1x1-1/4 7074R 90 Elbow Red. C x M","100","100","0","C06-35E","",""
"705121812","P4919","COPC","1/2x1/8x1/2 Baseboard Tee CxFx C","250","250","175","C06-35E","","667"
"705341834","P4920","COPC","3/4x1/8x3/4 Basebd Tee CxFxC","250","250","647","C06-35B","","136"
"7051181","P4921","COPC","1x1/8x1 Baseboard Tee CxFxC","100","100","0","C06-35E","",""
"70511418114","P4923","COPC","1-1/4x1/8x1-1/4 BBD Tee CxFxC","100","100","0","C06-35E","",""
"701231","P4965","COPC","3x1 Fitting Reducer Ftg x C","40","40","0","C06-35E","",""
"COIL","P12284","COPTU","5/8 OD X 50FT COIL REF. TUBING","1","1","0","04-COP","","2"
"COIL","P12333","COPTU","7/8 OD x 50FT COIL REF. TUBING","2","4","0","04-COP","",""
"CTM21210","P12474","COPTU","2-1/2x10 Ft TYPE M COPPER","1","1","0","04-COP","",""
"","P12942","COPTU","1/2x60 TYPE K COIL TUBE","1","1","0","04-COP","",""
"","P12955","COPTU","1/2 X 20FT TYPE M COP TUBE","1","1","0","04-COP","",""
"","P12956","COPTU","3/4 X 20FT TYPE M COP TUBE","1","1","0","04-COP","",""
"","P12957","COPTU","1 X 20FT TYPE M COP TUBE","1","1","0","04-COP","",""
"","P12965","COPTU","1/2X100 TYPE K COIL TUBE","1","1","0","04-COP","",""
"","P12967","COPTU","3/4 X100 TYPE K COIL TUBE","1","1","0","04-COP","",""
"","P13068","COPTU","3 X 20 FT TYPE M COPPER","1","1","0","04-COP","",""
"","P13072","COPTU","3/8 X 10FT TYPE L COP TUBE","1","1","0","04-COP","",""
"","P13280","COPTU","1/8ODx10FT Copper Tubing ACR","1","1","0","04-COP","",""
"","P13281","COPTU","3/16ODx10FT Copper Tubing ACR","1","1","0","04-COP","",""
"","P13282","COPTU","1/4ODx10FT Copper Tubing ACR","1","1","0","04-COP","",""
"","P13283","COPTU","5/16ODx10FT Copper Tubing ACR","1","1","0","04-COP","",""
"","P13284","COPTU","3/8ODx10FT Copper Tubing ACR","1","1","0","04-COP","",""
"","P13285","COPTU","1/2ODx10FT Copper Tubing ACR","1","1","0","04-COP","",""
"","P13286","COPTU","5/8ODx10FT Copper Tubing ACR","2","4","0","04-COP","",""
"","P13287","COPTU","3/4ODx10FT Copper Tubing ACR","1","1","2","04-COP","",""
"","P13288","COPTU","7/8ODx10FT Copper Tubing ACR","2","4","0","04-COP","",""
