"Keyword 2","Product (15)","Product Line Code","Description Full","Whse Minimums","Whse Maximums","On Shelf","Whse 2 Primary Bin","Whse 5 Primary Bin","Whse 5 On Hand"
"436-075","P15541","PVC S40","1/2x1 PVC Sch40 Red. Male ADPT (MxS)","480","960","0","C04-25D","",""
"436-132","P15542","PVC S40","1x1-1/4 PVC Sch40 Red. Male ADPT (MxS)","600","1200","0","C04-25D","",""
"436-133","P15543","PVC S40","1x1-1/2 PVC Sch40 Red. Male ADPT (MxS)","600","1200","0","C04-25D","",""
"436-168","P15544","PVC S40","1-1/4x1 PVC Sch40 Red. Male ADPT (MxS)","400","800","0","C04-25D","",""
"436-169","P15545","PVC S40","1-1/4x1-1/2 PVC Sch40 Red. Male ADPT (MxS)","300","600","0","C04-25D","",""
"436-212","P15546","PVC S40","1-1/2x1-1/4 PVC Sch40 Red. Male ADPT (MxS)","200","400","0","C04-25D","",""
"436-213","P15547","PVC S40","1-1/2x2 PVC Sch40 Red. Male ADPT (MxS)","900","1500","8650","C04-09D","","180"
"436-251","P15548","PVC S40","2x1-1/2 PVC Sch40 Red. Male ADPT (MxS)","160","320","30","C14-17D","",""
"436-253","P15549","PVC S40","2x3 PVC Sch40 Red. Male ADPT (MxS)","120","240","0","C04-25D","",""
"436-342","P15550","PVC S40","3x4 PVC Sch40 Red. Male ADPT (MxS)","60","120","0","C04-26D","",""
"437-072","P15551","PVC S40","1/2x1/4 PVC Sch40 Flush Bushing (SPIGxS)","1200","2400","0","C04-26D","",""
"437-073","P15552","PVC S40","1/2x3/8 PVC Sch40 Flush Bushing (SPIGxS)","600","600","600","C04-13D","",""
"437-166","P15553","PVC S40","1-1/4x1/2 PVC Sch40 Flush Bushing (SPIGxS)","300","300","125","C04-09D","",""
"437-209","P15555","PVC S40","1-1/2x1/2 PVC Sch40 Flush Bushing (SPIGxS)","150","150","100","C06-04D","","0"
"437-250","P15557","PVC S40","2x1-1/4 PVC Sch40 Flush Bushing (SPIGxS)","80","80","190","C06-04D","","0"
"437-287","P15558","PVC S40","2-1/2x1/2 PVC Sch40 Flush Bushing (SPIGxS)","120","240","0","C04-26D","",""
"437-288","P15559","PVC S40","2-1/2x3/4 PVC Sch40 Flush Bushing (SPIGxS)","120","240","0","C04-26D","",""
"437-289","P15560","PVC S40","2-1/2x1 PVC Sch40 Flush Bushing (SPIGxS)","120","240","0","C04-26D","","0"
"437-290","P15561","PVC S40","2-1/2x1-1/4 PVC Sch40 Flush Bushing (SPIGxS)","120","240","0","C04-26D","",""
"437-291","P15562","PVC S40","2-1/2x1-1/2 PVC Sch40 Flush Bushing (SPIGxS)","60","60","50","C04-09D","",""
"437-334","P15563","PVC S40","3x3/4 PVC Sch40 Flush Bushing (SPIGxS)","80","160","0","C04-26D","",""
"437-335","P15564","PVC S40","3x1 PVC Sch40 Flush Bushing (SPIGxS)","40","40","64","C06-06F","","36"
"437-336","P15565","PVC S40","3x1-1/4 PVC Sch40 Flush Bushing (SPIGxS)","40","40","0","C04-09D","","80"
"437-337","P15566","PVC S40","3x1-1/2 PVC Sch40 Flush Bushing (SPIGxS)","40","80","170","C06-12F","","10"
"437-339","P15568","PVC S40","3x2-1/2 PVC Sch40 Flush Bushing (SPIGxS)","90","90","15","C06-06F","","90"
"437-421","P15569","PVC S40","4x2-1/2 PVC Sch40 Flush Bushing (SPIGxS)","48","96","0","C04-26D","",""
"437-488","P15570","PVC S40","5x3 PVC Sch40 Flush Bushing (SPIGxS)","30","60","0","C04-26D","",""
"437-490","P15571","PVC S40","5x4 PVC Sch40 Flush Bushing (SPIGxS)","30","60","15","C04-26D","","0"
"437-528","P15572","PVC S40","6x2 PVC Sch40 Flush Bushing (SPIGxS)","18","36","0","C04-26D","",""
"437-530","P15573","PVC S40","6x3 PVC Sch40 Flush Bushing (SPIGxS)","18","36","9","C14-17D","","0"
"437-532","P15574","PVC S40","6x4 PVC Sch40 Flush Bushing (SPIGxS)","9","18","27","C06-06F","",""
"437-534","P15575","PVC S40","6x5 PVC Sch40 Flush Bushing (SPIGxS)","40","80","0","C04-26D","",""
"437-582","P15576","PVC S40","8x4 PVC Sch40 Flush Bushing (SPIGxS)","3","6","0","C04-11D","",""
"437-585","P15577","PVC S40","8x6 PVC Sch40 Flush Bushing (SPIGxS)","3","6","3","C06-06F","",""
"437-623","P15578","PVC S40","10x3 PVC Sch40 Flush Bushing (SPIGxS)","24","48","0","C04-26D","",""
"437-624","P15579","PVC S40","10x4 PVC Sch40 Flush Bushing (SPIGxS)","24","48","0","C04-26D","",""
"437-626","P15580","PVC S40","10x6 PVC Sch40 Flush Bushing (SPIGxS)","24","48","0","C04-26D","",""
"437-628","P15581","PVC S40","10x8 PVC Sch40 Flush Bushing (SPIGxS)","32","64","0","C04-26D","",""
"437-668","P15582","PVC S40","12x8 PVC Sch40 Flush Bushing (SPIGxS)","2","4","0","C04-26D","",""
"438-052","P15583","PVC S40","3/8x1/4 PVC Sch40 Flush Bushing (SPIGxF)","1200","2400","0","C04-26D","",""
"438-071","P15584","PVC S40","1/2x1/8 PVC Sch40 Flush Bushing (SPIGxF)","1200","2400","0","C04-26D","",""
"438-073","P15585","PVC S40","1/2x3/8 PVC Sch40 Flush Bushing (SPIGxF)","1200","2400","0","C04-26D","",""
"438-098","P15586","PVC S40","3/4x1/4 PVC Sch40 Flush Bushing (SPIGxF)","1200","2400","0","C04-27D","",""
"438-128","P15587","PVC S40","1x1/4 PVC Sch40 Flush Bushing (SPIGxF)","800","1600","0","C04-27D","",""
"438-129","P15588","PVC S40","1x3/8 PVC Sch40 Flush Bushing (SPIGxF)","800","1600","0","C04-27D","",""
"438-130","P15589","PVC S40","1x1/2 PVC Sch40 Flush Bushing (SPIGxF)","400","400","300","C06-02D","","50"
"438-166","P15590","PVC S40","1-1/4x1/2 PVC Sch40 Flush Bushing (SPIGxF)","200","200","125","C04-13D","",""
"438-167","P15591","PVC S40","1-1/4x3/4 PVC Sch40 Flush Bushing (SPIGxF)","200","200","25","C06-02D","","50"
"438-168","P15592","PVC S40","1-1/4x1 PVC Sch40 Flush Bushing (SPIGxF)","100","100","50","C04-09D","",""
"438-207","P15593","PVC S40","1-1/2x1/4 PVC Sch40 Flush Bushing (SPIGxF)","400","800","50","C14-17D","",""
"429-247","P15594","PVC S40","2x1/2 PVC Sch40 Red. CPLG","160","320","0","C04-23D","",""
"438-211","P15595","PVC S40","1-1/2x1 PVC Sch40 Flush Bushing (SPIGxF)","150","150","150","C06-12E","","-50"
"438-245","P15596","PVC S40","2x1/4 PVC Sch40 Flush Bushing (SPIGxF)","240","480","0","C04-27D","",""
"438-247","P15597","PVC S40","2x1/2 PVC Sch40 Flush Bushing (SPIGxF)","120","120","90","C06-06E","","0"
"429-248","P15598","PVC S40","2x3/4 PVC Sch40 Red. CPLG","160","320","80","C04-11D","","0"
"438-249","P15599","PVC S40","2x1 PVC Sch40 Flush Bushing (SPIGxF)","120","120","50","C06-12E","","0"
"438-250","P15600","PVC S40","2x1-1/4 PVC Sch40 Flush Bushing (SPIGxF)","120","120","40","C06-04E","",""
"438-251","P15601","PVC S40","2x1-1/2 PVC Sch40 Flush Bushing (SPIGxF)","120","120","100","C06-12E","","10"
"438-288","P15602","PVC S40","2-1/2x3/4 PVC Sch40 Flush Bushing (SPIGxF)","120","240","0","C04-27D","",""
"438-290","P15603","PVC S40","2-1/2x1-1/4 PVC Sch40 Flush Bushing (SPIGxF)","120","240","0","C04-27D","",""
"438-291","P15604","PVC S40","2-1/2x1-1/2 PVC Sch40 Flush Bushing (SPIGxF)","120","240","0","C04-27D","",""
"438-292","P15605","PVC S40","2-1/2x2 PVC Sch40 Flush Bushing (SPIGxF)","120","240","0","C04-27D","",""
"438-335","P15606","PVC S40","3x1 PVC Sch40 Flush Bushing (SPIGxF)","80","160","0","C04-27D","",""
"438-336","P15607","PVC S40","3x1-1/4 PVC Sch40 Flush Bushing (SPIGxF)","80","160","0","C04-27D","",""
"438-337","P15608","PVC S40","3x1-1/2 PVC Sch40 Flush Bushing (SPIGxF)","40","40","40","C04-10D","",""
"438-338","P15609","PVC S40","3x2 PVC Sch40 Flush Bushing (SPIGxF)","40","40","10","C06-12E","","30"
"438-339","P15610","PVC S40","3x2-1/2 PVC Sch40 Flush Bushing (SPIGxF)","80","160","0","C04-27D","",""
"438-420","P15611","PVC S40","4x2 PVC Sch40 Flush Bushing (SPIGxF)","24","24","6","C04-10D","","6"
"438-421","P15612","PVC S40","4x2-1/2 PVC Sch40 Flush Bushing (SPIGxF)","48","96","0","C04-27D","",""
"438-422","P15613","PVC S40","4x3 PVC Sch40 Flush Bushing (SPIGxF)","48","96","0","C04-14D","",""
"438-490","P15614","PVC S40","5x4 PVC Sch40 Flush Bushing (SPIGxF)","48","96","0","C04-27D","",""
"438-528","P15615","PVC S40","6x2 PVC Sch40 Flush Bushing (SPIGxF)","18","36","0","C04-27D","",""
"438-530","P15616","PVC S40","6x3 PVC Sch40 Flush Bushing (SPIGxF)","18","36","0","C04-27D","",""
"438-532","P15617","PVC S40","6x4 PVC Sch40 Flush Bushing (SPIGxF)","18","36","0","C04-27D","",""
"439-052","P15618","PVC S40","3/8x1/4 PVC Sch40 T.T. Flush Bushing (MxF)","1200","2400","0","C04-27D","",""
"439-072","P15619","PVC S40","1/2x1/4 PVC Sch40 T.T. Flush Bushing (MxF)","3600","7200","0","C04-27D","",""
"439-073","P15620","PVC S40","1/2x3/8 PVC Sch40 T.T. Flush Bushing (MxF)","1200","2400","0","C04-27D","",""
"439-098","P15621","PVC S40","3/4x1/4 PVC Sch40 T.T. Flush Bushing (MxF)","1200","2400","0","C04-27D","",""
"439-128","P15622","PVC S40","1x1/4 PVC Sch40 T.T. Flush Bushing (MxF)","600","1200","0","C04-28D","",""
"439-130","P15623","PVC S40","1x1/2 PVC Sch40 T.T. Flush Bushing (MxF)","1200","2400","0","C14-17D","","0"
"439-131","P15624","PVC S40","1x3/4 PVC Sch40 T.T. Flush Bushing (MxF)","600","600","300","C04-10D","",""
"439-166","P15625","PVC S40","1-1/4x1/2 PVC Sch40 T.T. Flush Bushing (MxF)","600","1200","0","C04-28D","",""
"439-167","P15626","PVC S40","1-1/4x3/4 PVC Sch40 T.T. Flush Bushing (MxF)","600","1200","0","C04-28D","",""
"439-168","P15627","PVC S40","1-1/4x1 PVC Sch40 T.T. Flush Bushing (MxF)","300","300","225","C06-06F","",""
"439-198","P15628","PVC S40","1-1/2x2 PVC Sch40 T.T. Flush Bushing (MxF)","480","960","0","C04-28D","",""
"439-209","P15629","PVC S40","1-1/2x1/2 PVC Sch40 T.T. Flush Bushing (MxF)","400","800","0","C04-28D","",""
"439-210","P15630","PVC S40","1-1/2x3/4 PVC Sch40 T.T. Flush Bushing (MxF)","200","200","125","C04-13D","",""
"439-211","P15631","PVC S40","1-1/2x1 PVC Sch40 T.T. Flush Bushing (MxF)","200","200","175","C04-10D","",""
"439-248","P15633","PVC S40","2x3/4 PVC Sch40 T.T. Flush Bushing (MxF)","240","480","0","C04-14D","","130"
"439-249","P15634","PVC S40","2x1 PVC Sch40 T.T. Flush Bushing (MxF)","120","120","110","C06-06F","",""
"439-250","P15635","PVC S40","2x1-1/4 PVC Sch40 T.T. Flush Bushing (MxF)","120","120","120","C06-04F","",""
"439-251","P15636","PVC S40","2x1-1/2 PVC Sch40 T.T. Flush Bushing (MxF)","120","120","110","C04-10D","","0"
"439-292","P15637","PVC S40","2-1/2x2 PVC Sch40 T.T. Flush Bushing (MxF)","120","240","0","C04-28D","",""
"439-338","P15638","PVC S40","3x2 PVC Sch40 T.T. Flush Bushing (MxF)","60","60","70","C04-14D","",""
"439-422","P15639","PVC S40","4x3 PVC Sch40 T.T. Flush Bushing (MxF)","48","96","0","C04-28D","",""
"442-005","P15640","PVC S40","1/2 PVC Sch40 22 STR Elbow (1/16)","1200","2400","0","C04-28D","",""
"442-007","P15641","PVC S40","3/4 PVC Sch40 22 STR Elbow (1/16)","600","1200","0","C04-28D","",""
"442-010","P15642","PVC S40","1 PVC Sch40 22 STR Elbow (1/16)","400","800","0","C04-28D","",""
"442-012","P15643","PVC S40","1-1/4 PVC Sch40 22 STR Elbow (1/16)","200","400","0","C04-28D","",""
"442-015","P15644","PVC S40","1-1/2 PVC Sch40 22 STR Elbow (1/16)","120","120","90","C14-18D","","30"
"442-020","P15645","PVC S40","2 PVC Sch40 22 STR Elbow (1/16)","160","320","20","C14-18D","","20"
"442-025","P15646","PVC S40","2-1/2 PVC Sch40 22 STR Elbow (1/16)","120","240","0","C04-28D","",""
"442-030","P15647","PVC S40","3 PVC Sch40 22 STR Elbow (1/16)","60","120","0","C14-18D","","5"
"442-040","P15648","PVC S40","4 PVC Sch40 22 STR Elbow (1/16)","32","64","0","C14-18D","","4"
"442-060","P15649","PVC S40","6 PVC Sch40 22 STR Elbow (1/16)","10","20","0","C04-28D","",""
"444-005","P15650","PVC S40","1/2 PVC Sch40 STR Tee (SPIGxSxS)","400","800","0","C04-28D","",""
"444-007","P15651","PVC S40","3/4 PVC Sch40 STR Tee (SPIGxSxS)","240","480","0","C04-28D","",""
"444-010","P15652","PVC S40","1 PVC Sch40 STR Tee (SPIGxSxS)","180","360","0","C04-28D","",""
"444-012","P15653","PVC S40","1-1/4 PVC Sch40 STR Tee (SPIGxSxS)","80","160","0","C04-29D","",""
"444-015","P15654","PVC S40","1-1/2 PVC Sch40 STR Tee (SPIGxSxS)","80","160","0","C04-29D","",""
"444-020","P15655","PVC S40","2 PVC Sch40 STR Tee (SPIGxSxS)","80","160","0","C04-29D","",""
"447-003","P15656","PVC S40","3/8 PVC Sch40 Cap","2400","4800","0","C04-29D","",""
"447-012","P15657","PVC S40","1-1/4 PVC Sch40 Cap","150","150","75","C06-12D","","150"
"447-025","P15658","PVC S40","2-1/2 PVC Sch40 Cap","120","240","20","C04-15D","",""
"447-050","P15659","PVC S40","5 PVC Sch40 Cap","24","24","24","C06-04F","",""
"447-060","P15660","PVC S40","6 PVC Sch40 Cap","40","64","16","C06-12D","","0"
"447-080","P15661","PVC S40","8 PVC Sch40 Cap","12","24","24","C06-12F","",""
"447-100","P15662","PVC S40","10 PVC Sch40 Cap","12","12","0","C04-12D","",""
"447-120","P15663","PVC S40","12 PVC Sch40 Cap","6","6","0","C04-14D","",""
"448-003","P15664","PVC S40","3/8 PVC Sch40 Cap (F)","2400","4800","0","C04-29D","",""
"448-005","P15665","PVC S40","1/2 PVC Sch40 Cap (F)","1,200","1,200","1200","C06-12D","","0"
"448-012","P15666","PVC S40","1-1/4 PVC Sch40 Cap (F)","200","200","0","C04-14D","",""
"448-015","P15667","PVC S40","1-1/2 PVC Sch40 Cap (F)","300","600","25","C14-18D","","0"
"448-020","P15668","PVC S40","2 PVC Sch40 Cap (F)","120","120","0","C04-14D","",""
"448-025","P15669","PVC S40","2-1/2 PVC Sch40 Cap (F)","120","240","0","C04-29D","",""
"448-030","P15670","PVC S40","3 PVC Sch40 Cap (F)","80","160","40","C04-29D","","-40"
"448-060","P15671","PVC S40","6 PVC Sch40 Cap (F)","26","52","0","C04-29D","",""
"449-003","P15672","PVC S40","3/8 PVC Sch40 Plug (SPIG)","3600","7200","0","C04-29D","",""
"449-010","P15673","PVC S40","1 PVC Sch40 Plug (SPIG)","400","400","250","C04-13D","",""
"449-012","P15674","PVC S40","1-1/4 PVC Sch40 Plug (SPIG)","400","800","0","C04-29D","",""
"449-015","P15675","PVC S40","1-1/2 PVC Sch40 Plug (SPIG)","300","600","0","C04-29D","","0"
"449-020","P15676","PVC S40","2 PVC Sch40 Plug (SPIG)","240","480","0","C04-29D","",""
"449-025","P15677","PVC S40","2-1/2 PVC Sch40 Plug (SPIG)","120","240","0","C04-29D","",""
"449-030","P15678","PVC S40","3 PVC Sch40 Plug (SPIG)","80","160","0","C04-29D","",""
"449-040","P15679","PVC S40","4 PVC Sch40 Plug (SPIG)","48","96","0","C04-29D","",""
"449-060","P15680","PVC S40","6 PVC Sch40 Plug (SPIG)","16","32","0","C04-29D","",""
"450-003","P15681","PVC S40","3/8 PVC Sch40 Plug (M)","2400","4800","0","C04-29D","",""
"450-005","P15682","PVC S40","1/2 PVC Sch40 Plug (M)","1800","1800","600","C06-04F","","0"
"450-012","P15683","PVC S40","1-1/4 PVC Sch40 Plug (M)","300","300","225","C06-10F","",""
"450-015","P15684","PVC S40","1-1/2 PVC Sch40 Plug (M)","200","200","225","C06-08E","","0"
"450-025","P15685","PVC S40","2-1/2 PVC Sch40 Plug (M)","120","240","0","C04-29D","","0"
"450-030","P15686","PVC S40","3 PVC Sch40 Plug (M)","40","40","30","C04-13D","",""
"450-040","P15687","PVC S40","4 PVC Sch40 Plug (M)","48","96","6","C04-13D","",""
"450-060","P15688","PVC S40","6 PVC Sch40 Plug (M)","32","64","0","C04-29D","",""
"461-005","P15689","PVC S40","1/2 PVC Sch40 Male ADPT (take off) (SPIGxM)","1200","2400","0","C04-29D","",""
"461-007","P15690","PVC S40","3/4 PVC Sch40 Male ADPT (take off) (SPIGxM)","800","1600","0","C04-30D","",""
"461-010","P15691","PVC S40","1 PVC Sch40 Male ADPT (take off) (SPIGxM)","600","1200","0","C04-30D","",""
"461-015","P15692","PVC S40","1-1/2 PVC Sch40 Male ADPT (take off) (SPIGxM)","200","400","25","C04-14D","",""
"461-020","P15693","PVC S40","2 PVC Sch40 Male ADPT (take off) (SPIGxM)","200","400","0","C04-30D","",""
"464-007","P15694","PVC S40","3/4 PVC Sch40 Snap-on Saddle (IPS ODxF)","400","800","0","C04-30D","",""
"464-101","P15695","PVC S40","3/4x1/2 PVC Sch40 Snap-on Saddle (IPS ODxF)","400","800","0","C04-30D","",""
"464-130","P15696","PVC S40","1x1/2 PVC Sch40 Snap-on Saddle (IPS ODxF)","400","800","0","C04-30D","",""
"464-131","P15697","PVC S40","1x3/4 PVC Sch40 Snap-on Saddle (IPS ODxF)","400","800","0","C04-30D","",""
"473-210","P15698","PVC S40","1-1/2x1-1/2x3/4 PVC Sch40 VentureIn Tee","240","480","0","C04-30D","",""
"473-825","P15699","PVC S40","1x3/4x3/4 PVC Sch40 VentureIn Tee","480","960","0","C04-30D","",""
"474-007","P15700","PVC S40","3/4 PVC Sch40 Insert ADPT (INSERTxS)","800","1600","0","C04-30D","",""
"474-010","P15701","PVC S40","1 PVC Sch40 Insert ADPT (INSERTxS)","400","800","0","C04-30D","",""
"474-015","P15702","PVC S40","1-1/2 PVC Sch40 Insert ADPT (INSERTxS)","200","400","0","C04-30D","",""
"474-020","P15703","PVC S40","2 PVC Sch40 Insert ADPT (INSERTxS)","80","80","0","C04-12D","",""
"475-005","P15704","PVC S40","1/2 PVC Sch40 Wye","300","600","0","C04-14D","",""
"475-007","P15705","PVC S40","3/4 PVC Sch40 Wye","160","320","0","C04-14D","",""
"475-012","P15706","PVC S40","1-1/4 PVC Sch40 Wye","160","320","0","C04-30D","",""
"475-025","P15707","PVC S40","2-1/2 PVC Sch40 Wye","24","48","0","C04-30D","",""
"475-030","P15708","PVC S40","3 PVC Sch40 Wye","12","24","0","C04-30D","",""
"475-040","P15709","PVC S40","4 PVC Sch40 Wye","10","20","0","C04-14D","",""
"475-060","P15710","PVC S40","6 PVC Sch40 Wye","4","6","0","C04-10D","",""
"475-101","P15711","PVC S40","3/4x3/4x1/2 PVC Sch40 Wye","240","480","0","C04-30D","",""
"475-131","P15712","PVC S40","1x1x3/4 PVC Sch40 Wye","160","320","0","C04-30D","",""
"475-210","P15713","PVC S40","1-1/2x1-1/2x3/4 PVC Sch40 Wye","160","320","0","C04-30D","",""
"475-211","P15714","PVC S40","1-1/2x1-1/2x1 PVC Sch40 Wye","160","320","0","C04-30D","",""
"475-212","P15715","PVC S40","1-1/2x1-1/2x1-1/4 PVC Sch40 Wye","120","240","0","C04-30D","",""
"475-251","P15716","PVC S40","2x2x1-1/2 PVC Sch40 Wye","80","160","0","C04-30D","",""
"475-292","P15717","PVC S40","2-1/2x2-1/2x2 PVC Sch40 Wye","48","96","0","C04-31D","",""
"475-338","P15718","PVC S40","3x3x2 PVC Sch40 Wye","20","40","0","C04-31D","",""
"475-339","P15719","PVC S40","3x3x2-1/2 PVC Sch40 Wye","16","32","0","C04-31D","",""
"475-420","P15720","PVC S40","4x4x2 PVC Sch40 Wye","10","20","0","C04-31D","",""
"475-422","P15721","PVC S40","4x4x3 PVC Sch40 Wye","10","20","0","C04-31D","",""
"475-528","P15722","PVC S40","6x6x2 PVC Sch40 Wye","10","20","0","C04-31D","",""
"475-530","P15723","PVC S40","6x6x3 PVC Sch40 Wye","10","20","0","C04-31D","",""
"475-532","P15724","PVC S40","6x6x4 PVC Sch40 Wye","6","12","0","C04-31D","",""
"478-005","P15725","PVC S40","1/2 PVC Sch40 Fem ADPT (SPIGxF)","1200","2400","0","C04-31D","","200"
"478-007","P15726","PVC S40","3/4 PVC Sch40 Fem ADPT (SPIGxF)","300","300","300","C04-14D","",""
"478-010","P15727","PVC S40","1 PVC Sch40 Fem ADPT (SPIGxF)","480","960","0","C04-31D","",""
"478-012","P15728","PVC S40","1-1/4 PVC Sch40 Fem ADPT (SPIGxF)","200","400","0","C04-31D","",""
"478-015","P15729","PVC S40","1-1/2 PVC Sch40 Fem ADPT (SPIGxF)","120","120","0","C04-15D","",""
"478-020","P15730","PVC S40","2 PVC Sch40 Fem ADPT (SPIGxF)","200","400","0","C04-12D","","25"
"479-005","P15731","PVC S40","1/2 PVC Sch40 Deep Socket CPLG","800","1600","0","C04-31D","",""
"479-007","P15732","PVC S40","3/4 PVC Sch40 Deep Socket CPLG","600","1200","0","C04-31D","",""
"479-010","P15733","PVC S40","1 PVC Sch40 Deep Socket CPLG","600","1200","0","C04-31D","",""
"479-012","P15734","PVC S40","1-1/4 PVC Sch40 Deep Socket CPLG","400","800","0","C04-31D","",""
"479-015","P15735","PVC S40","1-1/2 PVC Sch40 Deep Socket CPLG","120","120","120","C04-10D","",""
"479-020","P15736","PVC S40","2 PVC Sch40 Deep Socket CPLG","60","120","60","C06-10F","",""
"479-025","P15737","PVC S40","2-1/2 PVC Sch40 Deep Socket CPLG","50","100","0","C04-31D","",""
"479-030","P15738","PVC S40","3 PVC Sch40 Deep Socket CPLG","20","20","0","C06-04F","",""
"479-040","P15739","PVC S40","4 PVC Sch40 Deep Socket CPLG","10","10","10","C04-10D","",""
"479-060","P15740","PVC S40","6 PVC Sch40 Deep Socket CPLG","5","5","5","C04-15D","",""
"498-005","P15741","PVC S40","1/2 PVC Sch40 Union w/O-ring Seal (FxF)","480","960","0","C04-31D","",""
"498-007","P15742","PVC S40","3/4 PVC Sch40 Union w/O-ring Seal (FxF)","240","480","0","C04-31D","",""
"498-010","P15743","PVC S40","1 PVC Sch40 Union w/O-ring Seal (FxF)","160","320","30","C14-18D","",""
"498-012","P15744","PVC S40","1-1/4 PVC Sch40 Union w/O-ring Seal (FxF)","128","256","0","C04-31D","",""
"498-015","P15745","PVC S40","1-1/2 PVC Sch40 Union w/O-ring Seal (FxF)","120","240","0","C04-31D","",""
"498-020","P15746","PVC S40","2 PVC Sch40 Union w/O-ring Seal (FxF)","60","120","0","C04-31D","",""
"FSF-050","P15747","PVC S40","1/2 PVC Sch40 Expand Repair CPLG (SxSPIG)","200","400","91","C04-32D","","-91"
"FSF-075","P15748","PVC S40","3/4 PVC Sch40 Expand Repair CPLG (SxSPIG)","160","320","0","C04-14D","",""
"FSF-100","P15749","PVC S40","1 PVC Sch40 Expand Repair CPLG (SxSPIG)","80","160","0","C04-32D","",""
"FSF-125","P15750","PVC S40","1-1/4 PVC Sch40 Expand Repair CPLG (SxSPIG)","48","96","0","C04-32D","",""
"FSF-150","P15751","PVC S40","1-1/2 PVC Sch40 Expand Repair CPLG (SxSPIG)","48","96","0","C04-32D","",""
"FSF-200","P15752","PVC S40","2 PVC Sch40 Expand Repair CPLG (SxSPIG)","36","72","0","C04-32D","",""
"FSF-250","P15753","PVC S40","2-1/2 PVC Sch40 Expand Repair CPLG (SxSPIG)","40","80","0","C04-32D","",""
"FSF-300","P15754","PVC S40","3 PVC Sch40 Expand Repair CPLG (SxSPIG)","12","24","0","C04-32D","",""
"FSF-400","P15755","PVC S40","4 PVC Sch40 Expand Repair CPLG (SxSPIG)","14","28","0","C04-32D","",""
"FSF-600","P15756","PVC S40","6 PVC Sch40 Expand Repair CPLG (SxSPIG)","4","8","0","C04-32D","",""
"IR90-05","P15757","PVC S40","1/2 PVC Sch40 Comp. CPLG (GASKETxGASKET)","240","480","0","C04-32D","",""
"IR90-07","P15758","PVC S40","3/4 PVC Sch40 Comp. CPLG (GASKETxGASKET)","360","720","0","C04-32D","",""
"IR90-10","P15759","PVC S40","1 PVC Sch40 Comp. CPLG (GASKETxGASKET)","80","160","0","C04-32D","",""
"IR90-12","P15760","PVC S40","1-1/4 PVC Sch40 Comp. CPLG (GASKETxGASKET)","120","240","0","C04-32D","",""
"IR90-15","P15761","PVC S40","1-1/2 PVC Sch40 Comp. CPLG (GASKETxGASKET)","80","160","0","C04-32D","",""
"IR90-30","P15764","PVC S40","3 PVC Sch40 Comp. CPLG (GASKETxGASKET)","14","28","0","C04-32D","",""
"IR90-40","P15765","PVC S40","4 PVC Sch40 Comp. CPLG (GASKETxGASKET)","20","40","0","C04-32D","",""
"IR90-60","P15766","PVC S40","6 PVC Sch40 Comp. CPLG (GASKETxGASKET)","6","12","0","C04-32D","",""
"IR91-05","P15767","PVC S40","1/2 PVC Sch40 Comp. Tee (GASKETxGASKETxF)","360","720","0","C04-32D","",""
"IR91-07","P15768","PVC S40","3/4 PVC Sch40 Comp. Tee (GASKETxGASKETxF)","300","600","0","C04-32D","",""
"IR91-10","P15769","PVC S40","1 PVC Sch40 Comp. Tee (GASKETxGASKETxF)","80","160","0","C04-32D","",""
"438-289","P15774","PVC S40","2-1/2x1 PVC Sch40 Flush Bushing (SPIGxF)","120","240","0","C04-27D","",""
"450-010","P8608","PVC S40","1 PVC Sch40 Plug (M)","800","1200","1050","C06-08E","","550"
"429-249","P15775","PVC S40","2x1 PVC Sch40 Red. CPLG","150","150","25","C04-08D","",""
"429-130","P15776","PVC S40","1x1/2 PVC Sch40 Red. CPLG","300","300","300","C06-02E","","50"
"429-166","P15777","PVC S40","1-1/4x1/2 PVC Sch40 Red. CPLG","150","150","100","C04-12D","",""
"429-209","P15778","PVC S40","1-1/2x1/2 PVC Sch40 Red. CPLG","150","150","125","C04-08D","",""
"429-210","P15779","PVC S40","1-1/2x3/4 PVC Sch40 Red. CPLG","150","150","200","C06-02E","","0"
"429-211","P15780","PVC S40","1-1/2x1 PVC Sch40 Red. CPLG","100","100","75","C06-08D","",""
"401-241","P15781","PVC S40","2x1-1/2x1-1/2 PVC Sch40 Tee","160","320","0","C04-16D","",""
"401-251","P15782","PVC S40","2x2x1-1/2 PVC Sch40 Tee","160","320","0","C04-16D","",""
"401-337","P15783","PVC S40","3x3x1-1/2 PVC Sch40 Tee","15","15","0","C04-10D","",""
"401-419","P15785","PVC S40","4x4x1-1/2 PVC Sch40 Tee","20","40","0","C04-16D","",""
"401-420","P15786","PVC S40","4x4x2 PVC Sch40 Tee","20","40","0","C04-12D","",""
"401-422","P15787","PVC S40","4x4x3 PVC Sch40 Tee","6","6","6","C06-02F","",""
"406-015S","P15788","PVC S40","1-1/2 PVC Sch40 90 Sweep Elbow (1/4)","100","100","75","C04-11D","",""
"410-015","P15789","PVC S40","1-1/2 PVC Sch40 90 STR Elbow (1/4) (MxS)","200","400","0","C04-21D","",""
"410-020","P15790","PVC S40","2 PVC Sch40 90 STR Elbow (1/4) (MxS)","80","160","10","C04-17D","","0"
"429-251","P15791","PVC S40","2x1-1/2 PVC Sch40 Red. CPLG","80","80","125","C06-06E","","-35"
